start,end,distance_m,terrain_max_m,cruise_m,up_m,down_m,cells
S005,S008,3040.202464701387,316.78717041015625,366.78717041015625,171.78717041015625,95.88717041015627,141
S005,S009,2649.9254929010954,313.5632019042969,363.5632019042969,168.56320190429688,133.56320190429688,97
S005,S010,6361.33330116665,416.15325927734375,466.15325927734375,271.15325927734375,114.55325927734373,305
S005,S011,2802.737833481501,297.5489196777344,347.5489196777344,152.54891967773438,135.44891967773438,117
S005,S012,5622.582675478594,313.5632019042969,363.5632019042969,168.56320190429688,83.76320190429686,204
S005,S013,5214.476769826339,324.4444580078125,374.4444580078125,179.4444580078125,22.74445800781251,246
S005,S014,7995.517966730416,552.8875122070312,602.8875122070312,407.88751220703125,251.88751220703125,383
S005,S015,3754.9798311357067,568.6133422851562,618.6133422851562,423.61334228515625,144.11334228515625,154
S006,O01,3186.2506132537724,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,116
S006,S001,5296.222882741628,343.9356384277344,393.9356384277344,79.13563842773436,209.93563842773438,251
S006,S002,9184.93169340433,344.2987060546875,394.2987060546875,79.49870605468749,174.7987060546875,438
S006,S003,4801.077753250744,612.3626708984375,662.3626708984375,347.5626708984375,323.8626708984375,229
S006,S004,8706.053721545934,375.2806396484375,425.2806396484375,110.48063964843749,196.9806396484375,391
S006,S005,6107.202021573166,366.7322998046875,416.7322998046875,101.93229980468749,221.7322998046875,278
S006,S007,2507.4971645399246,540.361328125,590.361328125,275.561328125,241.861328125,104
S006,S008,8061.5466444737685,517.8421020507812,567.8421020507812,253.04210205078124,296.9421020507813,306
S006,S009,7669.110264680339,341.0712890625,391.0712890625,76.27128906249999,161.0712890625,368
S006,S010,7921.312690171742,383.2227783203125,433.2227783203125,118.42277832031249,81.62277832031248,318
S006,S011,3409.7747973312444,350.46759033203125,400.46759033203125,85.66759033203124,188.36759033203126,162
S006,S012,9989.808296966225,385.3490295410156,435.3490295410156,120.54902954101561,155.5490295410156,469
S006,S013,7782.722336648401,344.1709289550781,394.1709289550781,79.37092895507811,42.470928955078136,343
S006,S014,8596.79764917832,556.662109375,606.662109375,291.862109375,255.662109375,312
S006,S015,4684.564558028156,601.2601318359375,651.2601318359375,336.4601318359375,176.7601318359375,177
S007,O01,4534.527995612143,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,213
S007,S001,5187.9451632434675,389.17535400390625,439.17535400390625,90.67535400390625,255.17535400390625,198
S007,S002,8118.349331842346,424.7281799316406,474.7281799316406,126.22817993164062,255.22817993164062,385
S007,S003,2734.3416585066943,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,126
S007,S004,7096.510647652687,543.2369995117188,593.2369995117188,244.73699951171875,364.93699951171874,338
S007,S005,4688.041017649517,467.1478271484375,517.1478271484375,168.6478271484375,322.1478271484375,225
S007,S006,2507.4971645399246,540.361328125,590.361328125,241.861328125,275.561328125,104
S007,S008,5911.594113867247,606.739501953125,656.739501953125,308.239501953125,385.839501953125,253
S007,S009,6907.776785726219,418.3708190917969,468.3708190917969,119.87081909179688,238.37081909179688,315
S007,S010,8600.000377419434,386.94964599609375,436.94964599609375,88.44964599609375,85.34964599609373,337
S007,S011,2834.0773209608424,389.17535400390625,439.17535400390625,90.67535400390625,227.07535400390626,109
S007,S012,9663.264747987627,407.66363525390625,457.66363525390625,109.16363525390625,177.86363525390624,416
S007,S013,8055.032982238054,382.5381164550781,432.5381164550781,84.03811645507812,80.83811645507814,290
S007,S014,9684.088094163752,530.8557739257812,580.8557739257812,232.35577392578125,229.85577392578125,415
S007,S015,2219.412036324961,452.918212890625,502.918212890625,154.418212890625,28.418212890625,74
S008,O01,8079.114648723534,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,321
S008,S001,5968.25120581325,316.78717041015625,366.78717041015625,95.88717041015627,182.78717041015625,276
S008,S002,4802.378753349625,331.8424987792969,381.8424987792969,110.9424987792969,162.34249877929688,199
S008,S003,6254.221384474937,746.0787353515625,796.0787353515625,525.1787353515625,457.5787353515625,300
S008,S004,2611.617759974614,336.83349609375,386.83349609375,115.93349609375002,158.53349609375,98
S008,S005,3040.202464701387,316.78717041015625,366.78717041015625,95.88717041015627,171.78717041015625,141
S008,S006,8061.5466444737685,517.8421020507812,567.8421020507812,296.9421020507813,253.04210205078124,306
S008,S007,5911.594113867247,606.739501953125,656.739501953125,385.839501953125,308.239501953125,253
S008,S009,5018.293636326944,338.620361328125,388.620361328125,117.72036132812502,158.620361328125,237
S008,S010,9292.962514918208,419.0903015136719,469.0903015136719,198.1903015136719,117.49030151367185,445
S008,S011,5327.278388556593,362.91650390625,412.91650390625,142.01650390625002,200.81650390625,199
S008,S012,7727.817053845405,309.1531982421875,359.1531982421875,88.25319824218752,79.35319824218749,344
S008,S013,8054.023584575605,336.37310791015625,386.37310791015625,115.47310791015627,34.67310791015626,386
S008,S014,10974.313686294383,542.4922485351562,592.4922485351562,321.5922485351563,241.49224853515625,523
S008,S015,3928.968266339432,660.450927734375,710.450927734375,439.550927734375,235.950927734375,182
S009,O01,5705.148819569368,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,253
S009,S001,2651.192882489132,243.22891235351562,293.2289123535156,63.228912353515625,109.22891235351562,118
S009,S002,1724.5371854317061,278.2866516113281,328.2866516113281,98.28665161132812,108.78665161132812,71
S009,S003,8897.670098915323,544.588134765625,594.588134765625,364.588134765625,256.088134765625,362
S009,S004,2985.0854623456266,275.2157897949219,325.2157897949219,95.21578979492188,96.91578979492186,140
S009,S005,2649.9254929010954,313.5632019042969,363.5632019042969,133.56320190429688,168.56320190429688,97
S009,S006,7669.110264680339,341.0712890625,391.0712890625,161.0712890625,76.27128906249999,368
S009,S007,6907.776785726219,418.3708190917969,468.3708190917969,238.37081909179688,119.87081909179688,315
S009,S008,5018.293636326944,338.620361328125,388.620361328125,158.620361328125,117.72036132812502,237
S009,S010,4564.080200561308,432.957275390625,482.957275390625,252.957275390625,131.35727539062498,209
S009,S011,4325.14219310362,265.66766357421875,315.66766357421875,85.66766357421875,103.56766357421876,207
S009,S012,2972.6682712733195,310.91961669921875,360.91961669921875,130.91961669921875,81.11961669921874,108
S009,S013,3211.113597918681,322.2989807128906,372.2989807128906,142.29898071289062,20.598980712890636,150
S009,S014,6315.382649948055,502.7727966308594,552.7727966308594,322.7727966308594,201.77279663085938,287
S009,S015,6362.797040509701,532.3267822265625,582.3267822265625,352.3267822265625,107.8267822265625,244
S010,O01,4784.4748762577,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,203
S010,S001,3709.8679827658466,381.0796813964844,431.0796813964844,79.47968139648435,247.07968139648438,170
S010,S002,5916.973271945042,441.85394287109375,491.85394287109375,140.25394287109373,272.35394287109375,247
S010,S003,11224.45382696178,466.96417236328125,516.9641723632812,165.36417236328123,178.46417236328125,462
S010,S004,7545.159157620949,432.957275390625,482.957275390625,131.35727539062498,254.657275390625,348
S010,S005,6361.33330116665,416.15325927734375,466.15325927734375,114.55325927734373,271.15325927734375,305
S010,S006,7921.312690171742,383.2227783203125,433.2227783203125,81.62277832031248,118.42277832031249,318
S010,S007,8600.000377419434,386.94964599609375,436.94964599609375,85.34964599609373,88.44964599609375,337
S010,S008,9292.962514918208,419.0903015136719,469.0903015136719,117.49030151367185,198.1903015136719,445
S010,S009,4564.080200561308,432.957275390625,482.957275390625,131.35727539062498,252.957275390625,209
S010,S011,5873.54396470223,387.0433349609375,437.0433349609375,85.44333496093748,224.9433349609375,247
S010,S012,3950.940944269109,423.1903076171875,473.1903076171875,121.59030761718748,193.3903076171875,152
S010,S013,1378.6540993555589,454.07037353515625,504.07037353515625,152.47037353515623,152.37037353515626,60
S010,S014,1753.163058185897,487.5635681152344,537.5635681152344,185.96356811523435,186.56356811523438,79
S010,S015,9196.099796824627,568.3262329101562,618.3262329101562,266.7262329101562,143.82623291015625,410
S011,O01,2808.0980667554063,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,123
S011,S001,2354.1055732574127,226.38790893554688,276.3879089355469,64.28790893554688,92.38790893554688,90
S011,S002,5781.685303668939,311.78533935546875,361.78533935546875,149.68533935546876,142.28533935546875,277
S011,S003,5356.740311307252,485.42230224609375,535.4223022460938,323.3223022460937,196.92230224609375,216
S011,S004,5403.770194919544,311.138916015625,361.138916015625,149.038916015625,132.838916015625,230
S011,S005,2802.737833481501,297.5489196777344,347.5489196777344,135.44891967773438,152.54891967773438,117
S011,S006,3409.7747973312444,350.46759033203125,400.46759033203125,188.36759033203126,85.66759033203124,162
S011,S007,2834.0773209608424,389.17535400390625,439.17535400390625,227.07535400390626,90.67535400390625,109
S011,S008,5327.278388556593,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,199
S011,S009,4325.14219310362,265.66766357421875,315.66766357421875,103.56766357421876,85.66766357421875,207
S011,S010,5873.54396470223,387.0433349609375,437.0433349609375,224.9433349609375,85.44333496093748,247
S011,S012,6903.478395031884,370.4505615234375,420.4505615234375,208.3505615234375,140.6505615234375,308
S011,S013,5233.198222405009,328.3608093261719,378.3608093261719,166.26080932617188,26.660809326171886,188
S011,S014,7127.694013824706,568.5668334960938,618.5668334960938,406.4668334960937,267.56683349609375,325
S011,S015,3461.25665577711,538.7306518554688,588.7306518554688,376.6306518554687,114.23065185546875,164
S012,O01,7390.448226171789,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,354
S012,S001,4697.642373124702,385.599609375,435.599609375,155.799609375,251.599609375,219
S012,S002,3071.2376714889047,358.1782531738281,408.1782531738281,128.3782531738281,188.67825317382812,146
S012,S003,11817.06021604029,544.5889282226562,594.5889282226562,314.78892822265624,256.08892822265625,463
S012,S004,5285.086362455041,312.0069580078125,362.0069580078125,82.20695800781249,133.7069580078125,247
S012,S005,5622.582675478594,313.5632019042969,363.5632019042969,83.76320190429686,168.56320190429688,204
S012,S006,9989.808296966225,385.3490295410156,435.3490295410156,155.5490295410156,120.54902954101561,469
S012,S007,9663.264747987627,407.66363525390625,457.66363525390625,177.86363525390624,109.16363525390625,416
S012,S008,7727.817053845405,309.1531982421875,359.1531982421875,79.35319824218749,88.25319824218752,344
S012,S009,2972.6682712733195,310.91961669921875,360.91961669921875,81.11961669921874,130.91961669921875,108
S012,S010,3950.940944269109,423.1903076171875,473.1903076171875,193.3903076171875,121.59030761718748,152
S012,S011,6903.478395031884,370.4505615234375,420.4505615234375,140.6505615234375,208.3505615234375,308
S012,S013,2855.17680119566,386.5263671875,436.5263671875,156.7263671875,84.82636718750001,127
S012,S014,5454.74699416633,481.1858215332031,531.1858215332031,251.3858215332031,180.18582153320312,180
S012,S015,9317.637296059058,534.7462158203125,584.7462158203125,304.9462158203125,110.2462158203125,345
S013,O01,4849.227041161927,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,228
S013,S001,2898.808210595323,328.3608093261719,378.3608093261719,26.660809326171886,194.36080932617188,111
S013,S002,4540.089176325996,327.2103271484375,377.2103271484375,25.51032714843751,157.7103271484375,188
S013,S003,10557.683640846837,505.94439697265625,555.9443969726562,204.24439697265626,217.44439697265625,403
S013,S004,6196.193949099162,322.2989807128906,372.2989807128906,20.598980712890636,143.9989807128906,289
S013,S005,5214.476769826339,324.4444580078125,374.4444580078125,22.74445800781251,179.4444580078125,246
S013,S006,7782.722336648401,344.1709289550781,394.1709289550781,42.470928955078136,79.37092895507811,343
S013,S007,8055.032982238054,382.5381164550781,432.5381164550781,80.83811645507814,84.03811645507812,290
S013,S008,8054.023584575605,336.37310791015625,386.37310791015625,34.67310791015626,115.47310791015627,386
S013,S009,3211.113597918681,322.2989807128906,372.2989807128906,20.598980712890636,142.29898071289062,150
S013,S010,1378.6540993555589,454.07037353515625,504.07037353515625,152.37037353515626,152.47037353515623,60
S013,S011,5233.198222405009,328.3608093261719,378.3608093261719,26.660809326171886,166.26080932617188,188
S013,S012,2855.17680119566,386.5263671875,436.5263671875,84.82636718750001,156.7263671875,127
S013,S014,3127.3534251179412,483.26031494140625,533.2603149414062,181.56031494140626,182.26031494140625,138
S013,S015,8349.019280183047,529.7706298828125,579.7706298828125,228.0706298828125,105.2706298828125,351
S014,O01,5419.570194994185,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,203
S014,S001,5196.165768976297,550.0504150390625,600.0504150390625,249.0504150390625,416.0504150390625,248
S014,S002,7654.536694856435,457.5832214355469,507.5832214355469,156.58322143554688,288.0832214355469,325
S014,S003,12385.817598077894,542.7295532226562,592.7295532226562,241.72955322265625,254.22955322265625,540
S014,S004,9293.70815946011,505.3861083984375,555.3861083984375,204.3861083984375,327.0861083984375,426
S014,S005,7995.517966730416,552.8875122070312,602.8875122070312,251.88751220703125,407.88751220703125,383
S014,S006,8596.79764917832,556.662109375,606.662109375,255.662109375,291.862109375,312
S014,S007,9684.088094163752,530.8557739257812,580.8557739257812,229.85577392578125,232.35577392578125,415
S014,S008,10974.313686294383,542.4922485351562,592.4922485351562,241.49224853515625,321.5922485351563,523
S014,S009,6315.382649948055,502.7727966308594,552.7727966308594,201.77279663085938,322.7727966308594,287
S014,S010,1753.163058185897,487.5635681152344,537.5635681152344,186.56356811523438,185.96356811523435,79
S014,S011,7127.694013824706,568.5668334960938,618.5668334960938,267.56683349609375,406.4668334960937,325
S014,S012,5454.74699416633,481.1858215332031,531.1858215332031,180.18582153320312,251.3858215332031,180
S014,S013,3127.3534251179412,483.26031494140625,533.2603149414062,182.26031494140625,181.56031494140626,138
S014,S015,10556.155703136383,578.795166015625,628.795166015625,277.795166015625,154.295166015625,488
S015,O01,6009.4725710713465,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,286
S015,S001,5500.145051309811,547.315185546875,597.315185546875,122.815185546875,413.315185546875,241
S015,S002,7164.449951190659,593.7526245117188,643.7526245117188,169.25262451171875,424.25262451171875,314
S015,S003,2616.443590450246,437.89886474609375,487.89886474609375,13.39886474609375,149.39886474609375,119
S015,S004,5648.353523273213,641.2510375976562,691.2510375976562,216.75103759765625,462.95103759765624,267
S015,S005,3754.9798311357067,568.6133422851562,618.6133422851562,144.11334228515625,423.61334228515625,154
S015,S006,4684.564558028156,601.2601318359375,651.2601318359375,176.7601318359375,336.4601318359375,177
S015,S007,2219.412036324961,452.918212890625,502.918212890625,28.418212890625,154.418212890625,74
S015,S008,3928.968266339432,660.450927734375,710.450927734375,235.950927734375,439.550927734375,182
S015,S009,6362.797040509701,532.3267822265625,582.3267822265625,107.8267822265625,352.3267822265625,244
S015,S010,9196.099796824627,568.3262329101562,618.3262329101562,143.82623291015625,266.7262329101562,410
S015,S011,3461.25665577711,538.7306518554688,588.7306518554688,114.23065185546875,376.6306518554687,164
S015,S012,9317.637296059058,534.7462158203125,584.7462158203125,110.2462158203125,304.9462158203125,345
S015,S013,8349.019280183047,529.7706298828125,579.7706298828125,105.2706298828125,228.0706298828125,351
S015,S014,10556.155703136383,578.795166015625,628.795166015625,154.295166015625,277.795166015625,488
