time_s,trip_id,drone_id,x,y,altitude_m,phase,connected,mode,reason
1595.0,T010,U03,317436.583,2551155.134,372.909,return,0,outage,terrain_occlusion
1600.0,T002,U05,319943.031,2545456.174,591.947,return,1,direct,
1600.0,T003,U08,317208.32,2546458.496,511.973,return,1,direct,
1600.0,T006,U01,318686.201,2545556.139,264.848,return,1,direct,
1600.0,T009,U02,317203.64,2547303.517,571.799,return,1,direct,
1600.0,T010,U03,317449.652,2551096.575,372.909,return,0,outage,terrain_occlusion
1605.0,T002,U05,319868.267,2545462.12,591.947,return,1,direct,
1605.0,T003,U08,317272.332,2546419.412,511.973,return,1,direct,
1605.0,T006,U01,318686.201,2545556.139,252.348,return,1,direct,
1605.0,T009,U02,317242.457,2547257.766,571.799,return,1,direct,
1605.0,T010,U03,317462.722,2551038.015,372.909,return,0,outage,terrain_occlusion
1610.0,T002,U05,319793.503,2545468.067,591.947,return,1,direct,
1610.0,T003,U08,317336.343,2546380.328,511.973,return,1,direct,
1610.0,T006,U01,318686.201,2545556.139,239.848,return,1,direct,
1610.0,T009,U02,317281.275,2547212.015,571.799,return,1,direct,
1610.0,T010,U03,317475.791,2550979.456,372.909,return,0,outage,terrain_occlusion
1610.901,T018,U04,318686.201,2545556.139,127.7,ascent,1,direct,
1615.0,T002,U05,319718.739,2545474.013,591.947,return,1,direct,
1615.0,T003,U08,317400.354,2546341.244,511.973,return,1,direct,
1615.0,T006,U01,318686.201,2545556.139,227.348,return,1,direct,
1615.0,T009,U02,317320.093,2547166.263,571.799,return,1,direct,
1615.0,T010,U03,317488.861,2550920.897,372.909,return,0,outage,terrain_occlusion
1615.901,T018,U04,318686.201,2545556.139,142.7,ascent,1,direct,
1620.0,T002,U05,319643.975,2545479.96,591.947,return,1,direct,
1620.0,T003,U08,317464.366,2546302.161,511.973,return,1,direct,
1620.0,T006,U01,318686.201,2545556.139,214.848,return,1,direct,
1620.0,T009,U02,317358.91,2547120.512,571.799,return,1,direct,
1620.0,T010,U03,317501.931,2550862.338,372.909,return,0,outage,terrain_occlusion
1620.901,T018,U04,318686.201,2545556.139,157.7,ascent,1,direct,
1625.0,T002,U05,319569.211,2545485.907,591.947,return,1,direct,
1625.0,T003,U08,317528.377,2546263.077,511.973,return,1,direct,
1625.0,T006,U01,318686.201,2545556.139,202.348,return,1,direct,
1625.0,T009,U02,317397.728,2547074.761,571.799,return,1,direct,
1625.0,T010,U03,317515.0,2550803.778,372.909,return,0,outage,terrain_occlusion
1625.901,T018,U04,318686.201,2545556.139,172.7,ascent,1,direct,
1630.0,T002,U05,319494.447,2545491.853,591.947,return,1,direct,
1630.0,T003,U08,317592.389,2546223.993,511.973,return,1,direct,
1630.0,T006,U01,318686.201,2545556.139,189.848,return,1,direct,
1630.0,T009,U02,317436.546,2547029.009,571.799,return,1,direct,
1630.0,T010,U03,317528.07,2550745.219,372.909,return,0,outage,terrain_occlusion
1630.901,T018,U04,318686.201,2545556.139,187.7,ascent,1,direct,
1635.0,T002,U05,319419.683,2545497.8,591.947,return,1,direct,
1635.0,T003,U08,317656.4,2546184.909,511.973,return,1,direct,
1635.0,T006,U01,318686.201,2545556.139,177.348,return,1,direct,
1635.0,T009,U02,317475.364,2546983.258,571.799,return,1,direct,
1635.0,T010,U03,317541.14,2550686.66,372.909,return,0,outage,terrain_occlusion
1635.901,T018,U04,318686.201,2545556.139,202.7,ascent,1,direct,
1640.0,T002,U05,319344.92,2545503.746,591.947,return,1,direct,
1640.0,T003,U08,317720.412,2546145.826,511.973,return,1,direct,
1640.0,T006,U01,318686.201,2545556.139,164.848,return,1,direct,
1640.0,T009,U02,317514.181,2546937.506,571.799,return,1,direct,
1640.0,T010,U03,317554.209,2550628.101,372.909,return,0,outage,terrain_occlusion
1640.901,T018,U04,318686.201,2545556.139,217.7,ascent,1,direct,
1645.0,T002,U05,319270.156,2545509.693,591.947,return,1,direct,
1645.0,T003,U08,317784.423,2546106.742,511.973,return,1,direct,
1645.0,T006,U01,318686.201,2545556.139,152.348,return,1,direct,
1645.0,T009,U02,317552.999,2546891.755,571.799,return,1,direct,
1645.0,T010,U03,317567.279,2550569.541,372.909,return,0,outage,terrain_occlusion
1645.901,T018,U04,318686.201,2545556.139,232.7,ascent,1,direct,
1650.0,T002,U05,319195.392,2545515.639,591.947,return,1,direct,
1650.0,T003,U08,317848.434,2546067.658,511.973,return,1,direct,
1650.0,T006,U01,318686.201,2545556.139,139.848,return,1,direct,
1650.0,T009,U02,317591.817,2546846.004,571.799,return,1,direct,
1650.0,T010,U03,317580.348,2550510.982,372.909,return,0,outage,terrain_occlusion
1650.901,T018,U04,318686.201,2545556.139,247.7,ascent,1,direct,
1655.0,T002,U05,319120.628,2545521.586,591.947,return,1,direct,
1655.0,T003,U08,317912.446,2546028.575,511.973,return,1,direct,
1655.0,T009,U02,317630.634,2546800.252,571.799,return,1,direct,
1655.0,T010,U03,317593.418,2550452.423,372.909,return,0,outage,terrain_occlusion
1655.901,T018,U04,318686.201,2545556.139,262.7,ascent,1,direct,
1660.0,T002,U05,319045.864,2545527.533,591.947,return,1,direct,
1660.0,T003,U08,317976.457,2545989.491,511.973,return,1,direct,
1660.0,T009,U02,317669.452,2546754.501,571.799,return,1,direct,
1660.0,T010,U03,317606.488,2550393.864,372.909,return,0,outage,terrain_occlusion
1660.901,T018,U04,318694.122,2545572.939,273.057,cruise,1,direct,
1665.0,T002,U05,318971.1,2545533.479,591.947,return,1,direct,
1665.0,T003,U08,318040.469,2545950.407,511.973,return,1,direct,
1665.0,T009,U02,317708.27,2546708.75,571.799,return,1,direct,
1665.0,T010,U03,317619.557,2550335.304,372.909,return,0,outage,terrain_occlusion
1665.901,T018,U04,318719.71,2545627.21,273.057,cruise,1,direct,
1670.0,T002,U05,318896.336,2545539.426,591.947,return,1,direct,
1670.0,T003,U08,318104.48,2545911.323,511.973,return,1,direct,
1670.0,T009,U02,317747.087,2546662.998,571.799,return,1,direct,
1670.0,T010,U03,317632.627,2550276.745,372.909,return,0,outage,terrain_occlusion
1670.901,T018,U04,318745.297,2545681.48,273.057,cruise,1,direct,
1675.0,T002,U05,318821.572,2545545.372,591.947,return,1,direct,
1675.0,T003,U08,318168.492,2545872.24,511.973,return,1,direct,
1675.0,T009,U02,317785.905,2546617.247,571.799,return,1,direct,
1675.0,T010,U03,317645.697,2550218.186,372.909,return,0,outage,terrain_occlusion
1675.901,T018,U04,318770.885,2545735.751,273.057,cruise,1,direct,
1680.0,T002,U05,318746.808,2545551.319,591.947,return,1,direct,
1680.0,T003,U08,318232.503,2545833.156,511.973,return,1,direct,
1680.0,T009,U02,317824.723,2546571.496,571.799,return,1,direct,
1680.0,T010,U03,317658.766,2550159.627,372.909,return,0,outage,terrain_occlusion
1680.901,T018,U04,318796.472,2545790.021,273.057,cruise,1,direct,
1685.0,T002,U05,318686.201,2545556.139,589.58,return,1,direct,
1685.0,T003,U08,318296.514,2545794.072,511.973,return,1,direct,
1685.0,T009,U02,317863.541,2546525.744,571.799,return,1,direct,
1685.0,T010,U03,317671.836,2550101.067,372.909,return,0,outage,terrain_occlusion
1685.901,T018,U04,318822.06,2545844.291,273.057,cruise,1,direct,
1690.0,T002,U05,318686.201,2545556.139,577.08,return,1,direct,
1690.0,T003,U08,318360.526,2545754.988,511.973,return,1,direct,
1690.0,T009,U02,317902.358,2546479.993,571.799,return,1,direct,
1690.0,T010,U03,317684.905,2550042.508,372.909,return,0,outage,terrain_occlusion
1690.901,T018,U04,318847.647,2545898.562,273.057,cruise,1,direct,
1695.0,T002,U05,318686.201,2545556.139,564.58,return,1,direct,
1695.0,T003,U08,318424.537,2545715.905,511.973,return,1,direct,
1695.0,T009,U02,317941.176,2546434.242,571.799,return,1,direct,
1695.0,T010,U03,317697.975,2549983.949,372.909,return,0,outage,terrain_occlusion
1695.901,T018,U04,318873.235,2545952.832,273.057,cruise,1,direct,
1700.0,T002,U05,318686.201,2545556.139,552.08,return,1,direct,
1700.0,T003,U08,318488.549,2545676.821,511.973,return,1,direct,
1700.0,T009,U02,317979.994,2546388.49,571.799,return,1,direct,
1700.0,T010,U03,317711.045,2549925.39,372.909,return,0,outage,terrain_occlusion
1700.901,T018,U04,318898.822,2546007.103,273.057,cruise,1,direct,
1705.0,T002,U05,318686.201,2545556.139,539.58,return,1,direct,
1705.0,T003,U08,318552.56,2545637.737,511.973,return,1,direct,
1705.0,T009,U02,318018.811,2546342.739,571.799,return,1,direct,
1705.0,T010,U03,317724.114,2549866.83,372.909,return,0,outage,terrain_occlusion
1705.901,T018,U04,318924.41,2546061.373,273.057,cruise,1,direct,
1710.0,T002,U05,318686.201,2545556.139,527.08,return,1,direct,
1710.0,T003,U08,318616.571,2545598.653,511.973,return,1,direct,
1710.0,T009,U02,318057.629,2546296.988,571.799,return,1,direct,
1710.0,T010,U03,317737.184,2549808.271,372.909,return,1,direct,
1710.901,T018,U04,318949.997,2546115.644,273.057,cruise,1,direct,
1715.0,T002,U05,318686.201,2545556.139,514.58,return,1,direct,
1715.0,T003,U08,318680.583,2545559.57,511.973,return,1,direct,
1715.0,T009,U02,318096.447,2546251.236,571.799,return,1,direct,
1715.0,T010,U03,317750.253,2549749.712,372.909,return,1,direct,
1715.901,T018,U04,318975.585,2546169.914,273.057,cruise,1,direct,
1720.0,T002,U05,318686.201,2545556.139,502.08,return,1,direct,
1720.0,T003,U08,318686.201,2545556.139,502.851,return,1,direct,
1720.0,T009,U02,318135.264,2546205.485,571.799,return,1,direct,
1720.0,T010,U03,317763.323,2549691.153,372.909,return,1,direct,
1720.901,T018,U04,319001.172,2546224.184,273.057,cruise,1,direct,
1725.0,T002,U05,318686.201,2545556.139,489.58,return,1,direct,
1725.0,T003,U08,318686.201,2545556.139,492.851,return,1,direct,
1725.0,T009,U02,318174.082,2546159.734,571.799,return,1,direct,
1725.0,T010,U03,317776.393,2549632.593,372.909,return,1,direct,
1725.901,T018,U04,319026.76,2546278.455,273.057,cruise,1,direct,
1730.0,T002,U05,318686.201,2545556.139,477.08,return,1,direct,
1730.0,T003,U08,318686.201,2545556.139,482.851,return,1,direct,
1730.0,T009,U02,318212.9,2546113.982,571.799,return,1,direct,
1730.0,T010,U03,317789.462,2549574.034,372.909,return,1,direct,
1730.901,T018,U04,319052.347,2546332.725,273.057,cruise,1,direct,
1735.0,T002,U05,318686.201,2545556.139,464.58,return,1,direct,
1735.0,T003,U08,318686.201,2545556.139,472.851,return,1,direct,
1735.0,T009,U02,318251.718,2546068.231,571.799,return,1,direct,
1735.0,T010,U03,317802.532,2549515.475,372.909,return,1,direct,
1735.901,T018,U04,319077.935,2546386.996,273.057,cruise,1,direct,
1740.0,T002,U05,318686.201,2545556.139,452.08,return,1,direct,
1740.0,T003,U08,318686.201,2545556.139,462.851,return,1,direct,
1740.0,T009,U02,318290.535,2546022.479,571.799,return,1,direct,
1740.0,T010,U03,317815.602,2549456.916,372.909,return,1,direct,
1740.901,T018,U04,319103.522,2546441.266,273.057,cruise,1,direct,
1745.0,T002,U05,318686.201,2545556.139,439.58,return,1,direct,
1745.0,T003,U08,318686.201,2545556.139,452.851,return,1,direct,
1745.0,T009,U02,318329.353,2545976.728,571.799,return,1,direct,
1745.0,T010,U03,317828.671,2549398.356,372.909,return,1,direct,
1745.901,T018,U04,319129.11,2546495.537,273.057,cruise,1,direct,
1750.0,T002,U05,318686.201,2545556.139,427.08,return,1,direct,
1750.0,T003,U08,318686.201,2545556.139,442.851,return,1,direct,
1750.0,T009,U02,318368.171,2545930.977,571.799,return,1,direct,
1750.0,T010,U03,317841.741,2549339.797,372.909,return,1,direct,
1750.901,T018,U04,319154.697,2546549.807,273.057,cruise,1,direct,
1755.0,T002,U05,318686.201,2545556.139,414.58,return,1,direct,
1755.0,T003,U08,318686.201,2545556.139,432.851,return,1,direct,
1755.0,T009,U02,318406.988,2545885.225,571.799,return,1,direct,
1755.0,T010,U03,317854.81,2549281.238,372.909,return,1,direct,
1755.901,T018,U04,319180.285,2546604.078,273.057,cruise,1,direct,
1760.0,T002,U05,318686.201,2545556.139,402.08,return,1,direct,
1760.0,T003,U08,318686.201,2545556.139,422.851,return,1,direct,
1760.0,T009,U02,318445.806,2545839.474,571.799,return,1,direct,
1760.0,T010,U03,317867.88,2549222.679,372.909,return,1,direct,
1760.901,T018,U04,319205.872,2546658.348,273.057,cruise,1,direct,
1765.0,T002,U05,318686.201,2545556.139,389.58,return,1,direct,
1765.0,T003,U08,318686.201,2545556.139,412.851,return,1,direct,
1765.0,T009,U02,318484.624,2545793.723,571.799,return,1,direct,
1765.0,T010,U03,317880.95,2549164.12,372.909,return,1,direct,
1765.901,T018,U04,319231.459,2546712.618,273.057,cruise,1,direct,
1770.0,T002,U05,318686.201,2545556.139,377.08,return,1,direct,
1770.0,T003,U08,318686.201,2545556.139,402.851,return,1,direct,
1770.0,T009,U02,318523.442,2545747.971,571.799,return,1,direct,
1770.0,T010,U03,317894.019,2549105.56,372.909,return,1,direct,
1770.901,T018,U04,319257.047,2546766.889,273.057,cruise,1,direct,
1775.0,T002,U05,318686.201,2545556.139,364.58,return,1,direct,
1775.0,T003,U08,318686.201,2545556.139,392.851,return,1,direct,
1775.0,T009,U02,318562.259,2545702.22,571.799,return,1,direct,
1775.0,T010,U03,317907.089,2549047.001,372.909,return,1,direct,
1775.901,T018,U04,319282.634,2546821.159,273.057,cruise,1,direct,
1780.0,T002,U05,318686.201,2545556.139,352.08,return,1,direct,
1780.0,T003,U08,318686.201,2545556.139,382.851,return,1,direct,
1780.0,T009,U02,318601.077,2545656.469,571.799,return,1,direct,
1780.0,T010,U03,317920.159,2548988.442,372.909,return,1,direct,
1780.901,T018,U04,319308.222,2546875.43,273.057,cruise,1,direct,
1785.0,T002,U05,318686.201,2545556.139,339.58,return,1,direct,
1785.0,T003,U08,318686.201,2545556.139,372.851,return,1,direct,
1785.0,T009,U02,318639.895,2545610.717,571.799,return,1,direct,
1785.0,T010,U03,317933.228,2548929.883,372.909,return,1,direct,
1785.901,T018,U04,319333.809,2546929.7,273.057,cruise,1,direct,
1790.0,T002,U05,318686.201,2545556.139,327.08,return,1,direct,
1790.0,T003,U08,318686.201,2545556.139,362.851,return,1,direct,
1790.0,T009,U02,318678.712,2545564.966,571.799,return,1,direct,
1790.0,T010,U03,317946.298,2548871.323,372.909,return,1,direct,
1790.901,T018,U04,319359.397,2546983.971,273.057,cruise,1,direct,
1795.0,T002,U05,318686.201,2545556.139,314.58,return,1,direct,
1795.0,T003,U08,318686.201,2545556.139,352.851,return,1,direct,
1795.0,T009,U02,318686.201,2545556.139,561.711,return,1,direct,
1795.0,T010,U03,317959.367,2548812.764,372.909,return,1,direct,
1795.901,T018,U04,319384.984,2547038.241,273.057,cruise,1,direct,
1800.0,T002,U05,318686.201,2545556.139,302.08,return,1,direct,
1800.0,T003,U08,318686.201,2545556.139,342.851,return,1,direct,
1800.0,T009,U02,318686.201,2545556.139,549.211,return,1,direct,
1800.0,T010,U03,317972.437,2548754.205,372.909,return,1,direct,
1800.901,T018,U04,319410.572,2547092.511,273.057,cruise,1,direct,
1805.0,T002,U05,318686.201,2545556.139,289.58,return,1,direct,
1805.0,T003,U08,318686.201,2545556.139,332.851,return,1,direct,
1805.0,T009,U02,318686.201,2545556.139,536.711,return,1,direct,
1805.0,T010,U03,317985.507,2548695.646,372.909,return,1,direct,
1805.901,T018,U04,319436.159,2547146.782,273.057,cruise,1,direct,
1810.0,T002,U05,318686.201,2545556.139,277.08,return,1,direct,
1810.0,T003,U08,318686.201,2545556.139,322.851,return,1,direct,
1810.0,T009,U02,318686.201,2545556.139,524.211,return,1,direct,
1810.0,T010,U03,317998.576,2548637.086,372.909,return,1,direct,
1810.901,T018,U04,319461.747,2547201.052,273.057,cruise,1,direct,
1815.0,T002,U05,318686.201,2545556.139,264.58,return,1,direct,
1815.0,T003,U08,318686.201,2545556.139,312.851,return,1,direct,
1815.0,T009,U02,318686.201,2545556.139,511.711,return,1,direct,
1815.0,T010,U03,318011.646,2548578.527,372.909,return,1,direct,
1815.901,T018,U04,319487.334,2547255.323,273.057,cruise,1,direct,
1820.0,T002,U05,318686.201,2545556.139,252.08,return,1,direct,
1820.0,T003,U08,318686.201,2545556.139,302.851,return,1,direct,
1820.0,T009,U02,318686.201,2545556.139,499.211,return,1,direct,
1820.0,T010,U03,318024.715,2548519.968,372.909,return,1,direct,
1820.901,T018,U04,319512.922,2547309.593,273.057,cruise,1,direct,
1825.0,T002,U05,318686.201,2545556.139,239.58,return,1,direct,
1825.0,T003,U08,318686.201,2545556.139,292.851,return,1,direct,
1825.0,T009,U02,318686.201,2545556.139,486.711,return,1,direct,
1825.0,T010,U03,318037.785,2548461.409,372.909,return,1,direct,
1825.901,T018,U04,319538.509,2547363.864,273.057,cruise,1,direct,
1830.0,T002,U05,318686.201,2545556.139,227.08,return,1,direct,
1830.0,T003,U08,318686.201,2545556.139,282.851,return,1,direct,
1830.0,T009,U02,318686.201,2545556.139,474.211,return,1,direct,
1830.0,T010,U03,318050.855,2548402.849,372.909,return,1,direct,
1830.901,T018,U04,319564.097,2547418.134,273.057,cruise,1,direct,
1835.0,T002,U05,318686.201,2545556.139,214.58,return,1,direct,
1835.0,T003,U08,318686.201,2545556.139,272.851,return,1,direct,
1835.0,T009,U02,318686.201,2545556.139,461.711,return,1,direct,
1835.0,T010,U03,318063.924,2548344.29,372.909,return,1,direct,
1835.901,T018,U04,319589.684,2547472.404,273.057,cruise,1,direct,
1840.0,T002,U05,318686.201,2545556.139,202.08,return,1,direct,
1840.0,T003,U08,318686.201,2545556.139,262.851,return,1,direct,
1840.0,T009,U02,318686.201,2545556.139,449.211,return,1,direct,
1840.0,T010,U03,318076.994,2548285.731,372.909,return,1,direct,
1840.901,T018,U04,319615.272,2547526.675,273.057,cruise,1,direct,
1845.0,T002,U05,318686.201,2545556.139,189.58,return,1,direct,
1845.0,T003,U08,318686.201,2545556.139,252.851,return,1,direct,
1845.0,T009,U02,318686.201,2545556.139,436.711,return,1,direct,
1845.0,T010,U03,318090.064,2548227.172,372.909,return,1,direct,
1845.901,T018,U04,319640.859,2547580.945,273.057,cruise,1,direct,
1850.0,T002,U05,318686.201,2545556.139,177.08,return,1,direct,
1850.0,T003,U08,318686.201,2545556.139,242.851,return,1,direct,
1850.0,T009,U02,318686.201,2545556.139,424.211,return,1,direct,
1850.0,T010,U03,318103.133,2548168.612,372.909,return,1,direct,
1850.901,T018,U04,319666.447,2547635.216,273.057,cruise,1,direct,
1855.0,T002,U05,318686.201,2545556.139,164.58,return,1,direct,
1855.0,T003,U08,318686.201,2545556.139,232.851,return,1,direct,
1855.0,T009,U02,318686.201,2545556.139,411.711,return,1,direct,
1855.0,T010,U03,318116.203,2548110.053,372.909,return,1,direct,
1855.901,T018,U04,319692.034,2547689.486,273.057,cruise,1,direct,
1860.0,T002,U05,318686.201,2545556.139,152.08,return,1,direct,
1860.0,T003,U08,318686.201,2545556.139,222.851,return,1,direct,
1860.0,T009,U02,318686.201,2545556.139,399.211,return,1,direct,
1860.0,T010,U03,318129.272,2548051.494,372.909,return,1,direct,
1860.901,T018,U04,319717.622,2547743.757,273.057,cruise,1,direct,
1865.0,T002,U05,318686.201,2545556.139,139.58,return,1,direct,
1865.0,T003,U08,318686.201,2545556.139,212.851,return,1,direct,
1865.0,T009,U02,318686.201,2545556.139,386.711,return,1,direct,
1865.0,T010,U03,318142.342,2547992.935,372.909,return,1,direct,
1865.901,T018,U04,319743.209,2547798.027,273.057,cruise,1,direct,
1870.0,T003,U08,318686.201,2545556.139,202.851,return,1,direct,
1870.0,T009,U02,318686.201,2545556.139,374.211,return,1,direct,
1870.0,T010,U03,318155.412,2547934.375,372.909,return,1,direct,
1870.901,T018,U04,319768.797,2547852.298,273.057,cruise,1,direct,
1875.0,T003,U08,318686.201,2545556.139,192.851,return,1,direct,
1875.0,T009,U02,318686.201,2545556.139,361.711,return,1,direct,
1875.0,T010,U03,318168.481,2547875.816,372.909,return,1,direct,
1875.901,T018,U04,319794.384,2547906.568,273.057,cruise,1,direct,
1880.0,T003,U08,318686.201,2545556.139,182.851,return,1,direct,
1880.0,T009,U02,318686.201,2545556.139,349.211,return,1,direct,
1880.0,T010,U03,318181.551,2547817.257,372.909,return,1,direct,
1880.901,T018,U04,319819.972,2547960.838,273.057,cruise,1,direct,
1885.0,T003,U08,318686.201,2545556.139,172.851,return,1,direct,
1885.0,T009,U02,318686.201,2545556.139,336.711,return,1,direct,
1885.0,T010,U03,318194.621,2547758.698,372.909,return,1,direct,
1885.901,T018,U04,319845.559,2548015.109,273.057,cruise,1,direct,
1890.0,T003,U08,318686.201,2545556.139,162.851,return,1,direct,
1890.0,T009,U02,318686.201,2545556.139,324.211,return,1,direct,
1890.0,T010,U03,318207.69,2547700.138,372.909,return,1,direct,
1890.901,T018,U04,319871.147,2548069.379,273.057,cruise,1,direct,
1895.0,T003,U08,318686.201,2545556.139,152.851,return,1,direct,
1895.0,T009,U02,318686.201,2545556.139,311.711,return,1,direct,
1895.0,T010,U03,318220.76,2547641.579,372.909,return,1,direct,
1895.901,T018,U04,319896.734,2548123.65,273.057,cruise,1,direct,
1900.0,T003,U08,318686.201,2545556.139,142.851,return,1,direct,
1900.0,T009,U02,318686.201,2545556.139,299.211,return,1,direct,
1900.0,T010,U03,318233.829,2547583.02,372.909,return,1,direct,
1900.47,T008,U06,318686.201,2545556.139,127.7,ascent,1,direct,
1900.901,T018,U04,319922.322,2548177.92,273.057,cruise,1,direct,
1905.0,T003,U08,318686.201,2545556.139,132.851,return,1,direct,
1905.0,T009,U02,318686.201,2545556.139,286.711,return,1,direct,
1905.0,T010,U03,318246.899,2547524.461,372.909,return,1,direct,
1905.47,T008,U06,318686.201,2545556.139,142.7,ascent,1,direct,
1905.901,T018,U04,319947.909,2548232.191,273.057,cruise,1,direct,
1910.0,T009,U02,318686.201,2545556.139,274.211,return,1,direct,
1910.0,T010,U03,318259.969,2547465.901,372.909,return,1,direct,
1910.47,T008,U06,318686.201,2545556.139,157.7,ascent,1,direct,
1910.901,T018,U04,319973.497,2548286.461,273.057,cruise,1,direct,
1915.0,T009,U02,318686.201,2545556.139,261.711,return,1,direct,
1915.0,T010,U03,318273.038,2547407.342,372.909,return,1,direct,
1915.47,T008,U06,318686.201,2545556.139,172.7,ascent,1,direct,
1915.901,T018,U04,319988.6,2548318.494,267.935,descent,1,direct,
1920.0,T009,U02,318686.201,2545556.139,249.211,return,1,direct,
1920.0,T010,U03,318286.108,2547348.783,372.909,return,1,direct,
1920.47,T008,U06,318686.201,2545556.139,187.7,ascent,1,direct,
1920.901,T018,U04,319988.6,2548318.494,255.435,descent,1,direct,
1925.0,T009,U02,318686.201,2545556.139,236.711,return,1,direct,
1925.0,T010,U03,318299.177,2547290.224,372.909,return,1,direct,
1925.47,T008,U06,318686.201,2545556.139,202.7,ascent,1,direct,
1925.901,T018,U04,319988.6,2548318.494,242.935,descent,1,direct,
1930.0,T009,U02,318686.201,2545556.139,224.211,return,1,direct,
1930.0,T010,U03,318312.247,2547231.664,372.909,return,1,direct,
1930.47,T008,U06,318686.201,2545556.139,217.7,ascent,1,direct,
1930.901,T018,U04,319988.6,2548318.494,230.435,descent,1,direct,
1935.0,T009,U02,318686.201,2545556.139,211.711,return,1,direct,
1935.0,T010,U03,318325.317,2547173.105,372.909,return,1,direct,
1935.47,T008,U06,318686.201,2545556.139,232.7,ascent,1,direct,
1935.901,T018,U04,319988.6,2548318.494,217.935,descent,1,direct,
1940.0,T009,U02,318686.201,2545556.139,199.211,return,1,direct,
1940.0,T010,U03,318338.386,2547114.546,372.909,return,1,direct,
1940.47,T008,U06,318686.201,2545556.139,247.7,ascent,1,direct,
1940.901,T018,U04,319988.6,2548318.494,205.435,descent,1,direct,
1945.0,T009,U02,318686.201,2545556.139,186.711,return,1,direct,
1945.0,T010,U03,318351.456,2547055.987,372.909,return,1,direct,
1945.47,T008,U06,318686.201,2545556.139,262.7,ascent,1,direct,
1945.901,T018,U04,319988.6,2548318.494,192.935,descent,1,direct,
1950.0,T009,U02,318686.201,2545556.139,174.211,return,1,direct,
1950.0,T010,U03,318364.526,2546997.427,372.909,return,1,direct,
1950.47,T008,U06,318686.201,2545556.139,277.7,ascent,1,direct,
1950.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1955.0,T009,U02,318686.201,2545556.139,161.711,return,1,direct,
1955.0,T010,U03,318377.595,2546938.868,372.909,return,1,direct,
1955.47,T008,U06,318686.201,2545556.139,292.7,ascent,1,direct,
1955.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1960.0,T009,U02,318686.201,2545556.139,149.211,return,1,direct,
1960.0,T010,U03,318390.665,2546880.309,372.909,return,1,direct,
1960.47,T008,U06,318686.201,2545556.139,307.7,ascent,1,direct,
1960.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1965.0,T009,U02,318686.201,2545556.139,136.711,return,1,direct,
1965.0,T010,U03,318403.734,2546821.75,372.909,return,1,direct,
1965.47,T008,U06,318686.201,2545556.139,322.7,ascent,1,direct,
1965.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1970.0,T010,U03,318416.804,2546763.191,372.909,return,1,direct,
1970.47,T008,U06,318686.201,2545556.139,337.7,ascent,1,direct,
1970.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1975.0,T010,U03,318429.874,2546704.631,372.909,return,1,direct,
1975.47,T008,U06,318686.201,2545556.139,352.7,ascent,1,direct,
1975.56,T005,U07,318686.201,2545556.139,127.7,ascent,1,direct,
1975.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1980.0,T010,U03,318442.943,2546646.072,372.909,return,1,direct,
1980.47,T008,U06,318686.201,2545556.139,367.7,ascent,1,direct,
1980.56,T005,U07,318686.201,2545556.139,140.2,ascent,1,direct,
1980.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1985.0,T010,U03,318456.013,2546587.513,372.909,return,1,direct,
1985.47,T008,U06,318686.201,2545556.139,382.7,ascent,1,direct,
1985.56,T005,U07,318686.201,2545556.139,152.7,ascent,1,direct,
1985.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1990.0,T010,U03,318469.083,2546528.954,372.909,return,1,direct,
1990.47,T008,U06,318686.201,2545556.139,397.7,ascent,1,direct,
1990.56,T005,U07,318686.201,2545556.139,165.2,ascent,1,direct,
1990.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
1995.0,T010,U03,318482.152,2546470.394,372.909,return,1,direct,
1995.47,T008,U06,318686.201,2545556.139,412.7,ascent,1,direct,
1995.56,T005,U07,318686.201,2545556.139,177.7,ascent,1,direct,
1995.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
2000.0,T010,U03,318495.222,2546411.835,372.909,return,1,direct,
2000.47,T008,U06,318738.993,2545605.091,413.301,cruise,1,direct,
2000.56,T005,U07,318686.201,2545556.139,190.2,ascent,1,direct,
2000.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
2005.0,T010,U03,318508.291,2546353.276,372.909,return,1,direct,
2005.47,T008,U06,318793.989,2545656.086,413.301,cruise,1,direct,
2005.56,T005,U07,318686.201,2545556.139,202.7,ascent,1,direct,
2005.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
2010.0,T010,U03,318521.361,2546294.717,372.909,return,1,direct,
2010.47,T008,U06,318848.984,2545707.081,413.301,cruise,1,direct,
2010.56,T005,U07,318686.201,2545556.139,215.2,ascent,1,direct,
2010.901,T018,U04,319988.6,2548318.494,184,handover,1,direct,
2014.859,T019,U01,318686.201,2545556.139,127.7,ascent,1,direct,
2015.0,T010,U03,318534.431,2546236.157,372.909,return,1,direct,
