time_s,trip_id,drone_id,mode,relay_id
962.0,T001,U07,direct,
963.0,T001,U07,direct,
964.0,T001,U07,direct,
965.0,T001,U07,direct,
966.0,T001,U07,direct,
967.0,T001,U07,direct,
968.0,T001,U07,direct,
969.0,T001,U07,direct,
970.0,T001,U07,direct,
971.0,T001,U07,direct,
972.0,T001,U07,direct,
973.0,T001,U07,direct,
974.0,T001,U07,direct,
975.0,T001,U07,direct,
976.0,T001,U07,direct,
977.0,T001,U07,direct,
978.0,T001,U07,direct,
979.0,T001,U07,direct,
980.0,T001,U07,direct,
981.0,T001,U07,direct,
982.0,T001,U07,direct,
983.0,T001,U07,direct,
984.0,T001,U07,direct,
985.0,T001,U07,direct,
986.0,T001,U07,direct,
987.0,T001,U07,direct,
988.0,T001,U07,direct,
989.0,T001,U07,direct,
990.0,T001,U07,direct,
991.0,T001,U07,direct,
992.0,T001,U07,direct,
993.0,T001,U07,direct,
994.0,T001,U07,direct,
995.0,T001,U07,direct,
996.0,T001,U07,direct,
997.0,T001,U07,direct,
998.0,T001,U07,direct,
999.0,T001,U07,direct,
1000.0,T001,U07,direct,
1001.0,T001,U07,direct,
1002.0,T001,U07,direct,
1003.0,T001,U07,direct,
1004.0,T001,U07,direct,
1005.0,T001,U07,direct,
1006.0,T001,U07,direct,
1007.0,T001,U07,direct,
1008.0,T001,U07,direct,
1009.0,T001,U07,direct,
1010.0,T001,U07,direct,
1011.0,T001,U07,direct,
1012.0,T001,U07,direct,
1013.0,T001,U07,direct,
1014.0,T001,U07,direct,
1015.0,T001,U07,direct,
1016.0,T001,U07,direct,
1017.0,T001,U07,direct,
1018.0,T001,U07,direct,
1019.0,T001,U07,direct,
1020.0,T001,U07,direct,
1021.0,T001,U07,direct,
1022.0,T001,U07,direct,
1023.0,T001,U07,direct,
1024.0,T001,U07,direct,
1025.0,T001,U07,direct,
1026.0,T001,U07,direct,
1027.0,T001,U07,direct,
1028.0,T001,U07,direct,
1029.0,T001,U07,direct,
1030.0,T001,U07,direct,
1031.0,T001,U07,direct,
1032.0,T001,U07,direct,
1033.0,T001,U07,direct,
1034.0,T001,U07,direct,
1035.0,T001,U07,direct,
1036.0,T001,U07,direct,
1037.0,T001,U07,direct,
1038.0,T001,U07,direct,
1039.0,T001,U07,direct,
1040.0,T001,U07,direct,
1041.0,T001,U07,direct,
1042.0,T001,U07,direct,
1043.0,T001,U07,direct,
1044.0,T001,U07,direct,
1045.0,T001,U07,direct,
1046.0,T001,U07,direct,
1047.0,T001,U07,direct,
1048.0,T001,U07,direct,
1049.0,T001,U07,direct,
1050.0,T001,U07,direct,
1051.0,T001,U07,direct,
1052.0,T001,U07,direct,
1053.0,T001,U07,direct,
1054.0,T001,U07,direct,
1055.0,T001,U07,direct,
1056.0,T001,U07,direct,
1057.0,T001,U07,direct,
1058.0,T001,U07,direct,
1059.0,T001,U07,direct,
1060.0,T001,U07,direct,
1061.0,T001,U07,direct,
1062.0,T001,U07,direct,
1063.0,T001,U07,direct,
1064.0,T001,U07,direct,
1065.0,T001,U07,direct,
1066.0,T001,U07,direct,
1067.0,T001,U07,direct,
1068.0,T001,U07,direct,
1069.0,T001,U07,direct,
1070.0,T001,U07,direct,
1071.0,T001,U07,direct,
1072.0,T001,U07,direct,
1073.0,T001,U07,direct,
1074.0,T001,U07,direct,
1075.0,T001,U07,direct,
1076.0,T001,U07,direct,
1077.0,T001,U07,direct,
1078.0,T001,U07,direct,
1079.0,T001,U07,direct,
1080.0,T001,U07,direct,
1081.0,T001,U07,direct,
1082.0,T001,U07,direct,
1083.0,T001,U07,direct,
1084.0,T001,U07,direct,
1085.0,T001,U07,direct,
1086.0,T001,U07,direct,
1087.0,T001,U07,direct,
1088.0,T001,U07,direct,
1089.0,T001,U07,direct,
1090.0,T001,U07,direct,
1091.0,T001,U07,direct,
1092.0,T001,U07,direct,
1093.0,T001,U07,direct,
1094.0,T001,U07,direct,
1095.0,T001,U07,direct,
1096.0,T001,U07,direct,
1097.0,T001,U07,direct,
1098.0,T001,U07,direct,
1099.0,T001,U07,direct,
1100.0,T001,U07,direct,
1101.0,T001,U07,direct,
1102.0,T001,U07,direct,
1103.0,T001,U07,direct,
1104.0,T001,U07,direct,
1105.0,T001,U07,direct,
1106.0,T001,U07,direct,
1107.0,T001,U07,direct,
1108.0,T001,U07,direct,
1109.0,T001,U07,direct,
1110.0,T001,U07,direct,
1111.0,T001,U07,direct,
1112.0,T001,U07,direct,
1113.0,T001,U07,direct,
1114.0,T001,U07,direct,
1115.0,T001,U07,direct,
1116.0,T001,U07,direct,
1117.0,T001,U07,direct,
1118.0,T001,U07,direct,
1119.0,T001,U07,direct,
1120.0,T001,U07,direct,
1121.0,T001,U07,direct,
1122.0,T001,U07,direct,
1123.0,T001,U07,direct,
1124.0,T001,U07,direct,
1125.0,T001,U07,direct,
1126.0,T001,U07,direct,
1127.0,T001,U07,direct,
1128.0,T001,U07,direct,
1129.0,T001,U07,direct,
1130.0,T001,U07,direct,
1131.0,T001,U07,direct,
1132.0,T001,U07,direct,
1133.0,T001,U07,direct,
1134.0,T001,U07,direct,
1135.0,T001,U07,direct,
1136.0,T001,U07,direct,
1137.0,T001,U07,direct,
1138.0,T001,U07,direct,
1139.0,T001,U07,direct,
1140.0,T001,U07,direct,
1141.0,T001,U07,direct,
1142.0,T001,U07,direct,
1143.0,T001,U07,direct,
1144.0,T001,U07,direct,
1145.0,T001,U07,direct,
1146.0,T001,U07,direct,
1147.0,T001,U07,direct,
1148.0,T001,U07,direct,
1149.0,T001,U07,direct,
1150.0,T001,U07,direct,
1151.0,T001,U07,direct,
1152.0,T001,U07,direct,
1153.0,T001,U07,direct,
1154.0,T001,U07,direct,
1155.0,T001,U07,direct,
1156.0,T001,U07,direct,
1157.0,T001,U07,direct,
1158.0,T001,U07,direct,
1159.0,T001,U07,direct,
1160.0,T001,U07,direct,
1161.0,T001,U07,direct,
1162.0,T001,U07,direct,
1163.0,T001,U07,direct,
1164.0,T001,U07,direct,
1165.0,T001,U07,direct,
1166.0,T001,U07,direct,
1167.0,T001,U07,direct,
1168.0,T001,U07,direct,
1169.0,T001,U07,direct,
1170.0,T001,U07,direct,
1171.0,T001,U07,direct,
1172.0,T001,U07,direct,
1173.0,T001,U07,direct,
1174.0,T001,U07,direct,
1175.0,T001,U07,direct,
1176.0,T001,U07,direct,
1177.0,T001,U07,direct,
1178.0,T001,U07,direct,
1179.0,T001,U07,direct,
1180.0,T001,U07,direct,
1181.0,T001,U07,direct,
1182.0,T001,U07,direct,
1183.0,T001,U07,direct,
1184.0,T001,U07,direct,
1185.0,T001,U07,direct,
1186.0,T001,U07,direct,
1187.0,T001,U07,direct,
1188.0,T001,U07,direct,
1189.0,T001,U07,direct,
1190.0,T001,U07,direct,
1191.0,T001,U07,direct,
1192.0,T001,U07,direct,
1193.0,T001,U07,direct,
1194.0,T001,U07,direct,
1195.0,T001,U07,direct,
1196.0,T001,U07,direct,
1197.0,T001,U07,direct,
1198.0,T001,U07,direct,
1199.0,T001,U07,direct,
1200.0,T001,U07,direct,
1201.0,T001,U07,direct,
1202.0,T001,U07,direct,
1203.0,T001,U07,direct,
1204.0,T001,U07,direct,
1205.0,T001,U07,direct,
1206.0,T001,U07,direct,
1207.0,T001,U07,direct,
1208.0,T001,U07,direct,
1209.0,T001,U07,direct,
1210.0,T001,U07,direct,
1211.0,T001,U07,direct,
1212.0,T001,U07,direct,
1213.0,T001,U07,direct,
1214.0,T001,U07,direct,
1215.0,T001,U07,direct,
1216.0,T001,U07,direct,
1217.0,T001,U07,direct,
1218.0,T001,U07,direct,
1219.0,T001,U07,direct,
1220.0,T001,U07,direct,
1221.0,T001,U07,direct,
1222.0,T001,U07,direct,
1223.0,T001,U07,direct,
1224.0,T001,U07,direct,
1225.0,T001,U07,direct,
1226.0,T001,U07,direct,
1227.0,T001,U07,direct,
1228.0,T001,U07,direct,
1229.0,T001,U07,direct,
1230.0,T001,U07,direct,
1231.0,T001,U07,direct,
1232.0,T001,U07,direct,
1233.0,T001,U07,direct,
1234.0,T001,U07,direct,
1235.0,T001,U07,direct,
1236.0,T001,U07,direct,
1237.0,T001,U07,direct,
1238.0,T001,U07,direct,
1239.0,T001,U07,direct,
1240.0,T001,U07,direct,
1241.0,T001,U07,direct,
1242.0,T001,U07,direct,
1243.0,T001,U07,direct,
1244.0,T001,U07,direct,
1245.0,T001,U07,direct,
1246.0,T001,U07,direct,
1247.0,T001,U07,direct,
1248.0,T001,U07,direct,
1249.0,T001,U07,direct,
1250.0,T001,U07,direct,
1251.0,T001,U07,direct,
1252.0,T001,U07,direct,
1253.0,T001,U07,direct,
1254.0,T001,U07,direct,
1255.0,T001,U07,direct,
1256.0,T001,U07,direct,
1257.0,T001,U07,direct,
1258.0,T001,U07,direct,
1259.0,T001,U07,direct,
1260.0,T001,U07,direct,
1261.0,T001,U07,direct,
1262.0,T001,U07,direct,
1263.0,T001,U07,direct,
1264.0,T001,U07,direct,
1265.0,T001,U07,direct,
1266.0,T001,U07,direct,
1267.0,T001,U07,direct,
1268.0,T001,U07,direct,
1269.0,T001,U07,direct,
1270.0,T001,U07,direct,
1271.0,T001,U07,direct,
1272.0,T001,U07,direct,
1273.0,T001,U07,direct,
1274.0,T001,U07,direct,
1275.0,T001,U07,direct,
1276.0,T001,U07,direct,
1277.0,T001,U07,direct,
1278.0,T001,U07,direct,
1279.0,T001,U07,direct,
1280.0,T001,U07,direct,
1281.0,T001,U07,direct,
1282.0,T001,U07,direct,
1283.0,T001,U07,direct,
1284.0,T001,U07,direct,
1285.0,T001,U07,direct,
1286.0,T001,U07,direct,
1287.0,T001,U07,direct,
1288.0,T001,U07,direct,
1289.0,T001,U07,direct,
1290.0,T001,U07,direct,
1291.0,T001,U07,direct,
1292.0,T001,U07,direct,
1293.0,T001,U07,direct,
1294.0,T001,U07,direct,
1295.0,T001,U07,direct,
1296.0,T001,U07,direct,
